Time,T2_mean,T2_WRF_mean,T2_max,T2_WRF_max,T2_min,T2_WRF_min,P_WRF_mean,P_WRF_max,P_WRF_min,U10_WRF_mean,U10_WRF_max,U10_WRF_min,V10_WRF_mean,V10_WRF_max,V10_WRF_min
2018-08-01,7.289125,6.188844092,10.315,8.996246,4.741,3.9967651,1021.672345,1022.5464,1019.82935,0.7067734388,1.9954412,-1.3976592,-1.085020897,0.6844624,-3.213437
2018-08-02,6.722833333,7.059789,8.688,8.473938,3.808,6.088379,1013.228517,1019.4493,1006.7047,-1.606568746,-0.4246783,-2.7403998,-8.155236279,-2.260571,-14.708159
2018-08-03,8.512666667,8.666885375,10.485,10.064514,6.862,7.356659,1013.217683,1017.1893,1006.24725,2.963737849,5.0421257,-0.46196443,-6.298607646,-3.3198662,-14.987926
2018-08-04,9.193375,9.807223062,10.076,10.348267,8.58,9.308411,1011.110373,1016.81366,1007.59033,0.9984530267,2.5995567,-0.95813626,-11.36149565,-7.98794,-14.643864
2018-08-05,10.04316667,9.731877625,10.889,10.893433,8.586,8.84494,1008.524605,1009.96643,1006.033,1.074014032,3.0701928,-0.9600272,-5.037792215,-0.57219285,-8.228332
2018-08-06,8.650958333,8.431077354,10.406,9.122437,7.607,7.025116,1006.838058,1010.1102,1004.6202,0.2382837892,2.816802,-2.0099738,-1.239284615,6.7510614,-5.4512115
2018-08-07,7.536625,6.484366142,10.002,9.265076,4.741,3.643158,1018.753235,1026.6243,1010.7149,0.9971109454,3.2793527,-2.588982,-1.710083108,2.8510225,-6.4528446
2018-08-08,9.234083333,8.323265113,11.043,10.316589,7.084,7.1253357,1024.239236,1028.281,1016.8019,-1.586347366,-0.13520508,-2.712504,-5.600741729,-2.9811065,-7.539844
2018-08-09,9.354208333,8.833086604,10.093,9.793945,8.495,8.253601,1015.623288,1017.2928,1014.935,-0.9305530058,0.56164724,-1.9970858,-4.423709192,-2.6283076,-6.5801487
2018-08-10,9.324791667,8.627232812,11.816,9.953644,7.647,7.370056,1017.427902,1018.8053,1015.74414,-0.7427056187,1.6026359,-2.1982296,-2.972072214,-0.13322112,-5.030152
2018-08-11,8.746875,7.762435858,10.497,9.665466,7.124,5.514099,1013.626223,1016.608,1012.23975,-0.6555067455,1.7730025,-2.2488387,-4.156341359,1.2186753,-9.187211
2018-08-12,10.0715,9.465807604,12.112,10.600983,8.978,8.699188,1014.292393,1014.8674,1013.22266,-0.97468242,1.6312143,-3.0113893,-8.091509129,-5.2230105,-9.8844595
2018-08-13,9.25175,8.8686879,10.997,9.785034,7.061,6.5322876,1017.558243,1027.0627,1011.5057,1.898843608,6.332199,-3.7202919,-3.544825916,2.466889,-11.925756
2018-08-14,8.040416667,7.613838188,10.303,9.360626,5.913,6.129059,1025.524802,1027.6924,1022.06726,-0.2758278842,1.6760812,-2.4198508,-6.79214701,-0.009226849,-9.8197155
2018-08-15,9.126333333,8.435209917,10.588,9.833099,7.88,7.463867,1018.171067,1021.96906,1015.11774,-1.508170339,-0.21699364,-3.4638133,-6.988330546,-5.6013627,-9.074612
2018-08-16,9.536708333,8.820425675,10.491,9.738434,8.66,7.9639587,1012.913421,1014.8485,1011.40356,-0.3892482937,1.6333104,-2.6079597,-10.71223738,-7.375065,-13.173804
2018-08-17,8.426458333,8.630001133,11.105,10.558289,4.661,6.6834106,1015.251832,1017.9071,1014.1777,1.357114164,4.3358374,-0.93604076,-4.817683779,3.9672937,-9.439232
2018-08-18,6.362416667,5.54638035,8.54,7.589325,4.804,3.919403,1027.308288,1034.5052,1019.12537,2.863102465,5.6134176,-0.33585495,0.2490209371,4.7511406,-3.994635
2018-08-19,6.054791667,5.358029696,8.631,7.802948,3.342,3.341858,1034.730771,1036.979,1029.8029,0.3586053183,2.0777366,-1.7212445,3.078144422,6.886084,-1.0537384
2018-08-20,7.202958333,7.507844271,10.457,10.271149,5.054,4.9262085,1022.26539,1029.2118,1019.5119,0.3681597439,1.4948581,-0.41580138,3.832106508,6.3545723,1.7954817
2018-08-21,7.13375,7.150511421,10.406,10.213593,4.115,4.7154236,1017.096188,1019.72485,1013.3164,-0.2357029788,1.0682054,-1.6939352,-2.096685136,2.0638208,-7.9907293
2018-08-22,8.377916667,8.815282146,9.069,9.689545,7.09,8.029083,1003.249708,1012.71075,997.4791,-0.5337839075,5.657156,-2.8914979,-10.59344015,-6.2609987,-14.996212
2018-08-23,6.795166667,6.918005567,8.819,8.640106,5.168,4.7901306,1009.711891,1022.74243,997.84064,3.552170017,7.051204,-0.4003708,0.9938752652,8.715015,-5.8564777
2018-08-24,6.450333333,,8.825,,4.57,,,,,,,,,,
2018-08-25,7.609041667,8.513050158,9.365,9.982361,6.379,6.997345,1022.059702,1027.4663,1019.9797,0.4415056018,2.060661,-0.637092,-9.153339208,-6.434777,-11.600123
2018-08-26,9.78475,10.00827654,10.576,10.611053,9.183,9.710358,1017.544319,1019.9236,1015.0878,0.6161459465,3.1432054,-0.9437844,-7.940661846,-4.950412,-10.76525
2018-08-27,10.02733333,9.835263625,11.014,11.6405945,8.819,8.491486,1011.520255,1014.8246,1009.01373,1.773668531,4.613452,-2.247756,-4.696410118,1.0564293,-10.117818
2018-08-28,8.579583333,,10.576,,4.206,,,,,,,,,,
2018-08-29,6.2905,,8.762,,4.587,,,,,,,,,,
2018-08-30,7.430916667,6.431068354,9.439,8.976257,6.157,4.574829,1024.29878,1025.8927,1022.39655,-0.2929521729,0.51333296,-1.1725842,6.636407517,9.204366,4.4608126
2018-08-31,8.361416667,,13.591,,3.899,,,,,,,,,,
2018-09-01,8.604166667,8.025245692,10.303,9.608124,6.117,6.1987,1018.374813,1021.122,1014.19885,-0.2847431617,2.881621,-1.9855042,-9.03281512,0.25357842,-14.320347
2018-09-02,8.746333333,9.447108112,11.81,10.950348,6.294,7.400055,1017.574166,1023.2851,1013.1053,3.854008233,5.379614,2.678326,-2.649314177,0.8103253,-12.43734
2018-09-03,8.156583333,7.777600608,10.099,10.619415,5.623,5.6577454,1020.491975,1024.0055,1014.9721,-0.6403355686,2.5466075,-2.675069,-7.827907361,0.19482093,-12.641666
2018-09-04,11.125875,10.17871479,13.318,10.903961,9.456,9.317963,1011.878206,1014.4963,1009.0575,-0.470509668,1.6044043,-2.4483585,-9.158518433,-5.9061127,-11.334983
2018-09-05,9.697458333,9.5146675,11.111,10.909607,7.875,8.561584,1005.420407,1009.04486,1003.2335,-0.7937391088,5.5454416,-4.6115756,-9.385205567,-2.8942287,-13.677303
2018-09-06,8.100541667,7.879292733,9.223,8.918579,7.175,6.6245728,1015.293432,1022.5564,1004.3706,5.073148621,7.9773974,2.5046318,-4.645660629,1.0518972,-11.484699
2018-09-07,7.943666667,6.809642708,10.895,9.783752,4.997,4.233368,1024.509699,1026.2886,1022.6763,0.5509924892,2.9628901,-2.0157654,-2.642243633,-0.5742294,-5.8875976
2018-09-08,9.279791667,8.221532208,12.578,10.782684,7.272,6.579651,1026.997421,1027.7966,1025.9419,-0.2465589879,1.1287048,-1.8248373,-2.96981644,1.1154803,-5.60584
2018-09-09,9.347833333,7.761053746,12.174,10.547882,7.579,5.5001526,1023.100007,1025.828,1020.39825,0.4452728372,1.6161386,-1.0344328,4.093875483,5.9575877,1.545532
2018-09-10,8.551916667,8.153723392,11.293,10.989929,5.759,5.6289673,1018.682458,1020.76306,1017.0898,-0.5819404904,1.4119077,-2.5058708,-3.183232295,1.3905329,-7.7806444
2018-09-11,10.262625,9.677991258,12.408,11.183594,8.768,6.829712,1018.98578,1022.8401,1015.93665,1.059967474,3.8753831,-0.9306238,-2.737256796,1.4065139,-7.884859
2018-09-12,8.484291667,8.160942083,11.191,10.775513,5.145,6.8640747,1024.055916,1024.8582,1023.12646,0.9425558267,2.3881912,-1.8026981,-3.839038525,-0.8587674,-6.8825107
2018-09-13,9.8685,7.820406654,13.261,10.451691,7.585,6.1114807,1022.507683,1024.4656,1020.28796,0.1837364998,1.7790844,-1.5099875,-3.110310338,-0.27983782,-4.852971
2018-09-14,9.586958333,8.510349279,13.119,10.694397,7.118,6.906891,1017.368613,1020.1141,1015.53534,-0.2994836488,1.4313774,-2.5498483,-2.369335018,1.1431427,-7.197046
2018-09-15,10.511375,9.263034875,13.409,11.019562,8.887,8.542267,1015.471786,1016.6778,1014.00104,-0.7857516615,2.2280512,-2.4237697,-6.293497829,-4.0332837,-7.524882
2018-09-16,10.36358333,10.02773283,11.6,10.33429,9.78,9.765808,1007.572246,1014.1082,1004.09283,-1.407970208,2.8269243,-4.0996,-11.96130131,-5.614516,-14.869152
2018-09-17,10.19379167,10.38538229,11.594,12.775574,9.376,8.55658,1008.209127,1009.23773,1005.5616,1.929297371,5.4333463,-0.96453154,-6.864107875,-4.874868,-8.8251095
2018-09-18,9.615583333,9.8924955,11.492,11.677734,8.5,8.444855,1006.315249,1008.17334,1005.2944,-0.360568075,1.6838181,-3.159747,-5.972810013,-1.4150238,-8.02219
2018-09-19,9.031,7.916988358,11.282,10.306549,7.482,5.5164185,1010.174721,1012.19354,1007.10474,0.1040778467,2.1327446,-3.2884939,-5.083457462,-1.1820956,-12.781627
2018-09-20,10.05966667,10.50738267,11.992,12.657501,8.472,9.119171,1003.605518,1006.35547,1001.96814,1.672902666,7.004707,-3.9864852,-9.363629683,-6.680204,-13.098956
2018-09-21,9.83775,9.990109792,11.503,10.7717285,8.37,9.3638,1001.474819,1004.30505,995.4973,1.310215448,7.1184525,-7.5561194,-6.865527742,-2.6779428,-10.06388
2018-09-22,10.29666667,10.37286,12.521,12.08844,8.358,9.166077,999.0671667,1006.2071,995.9208,2.99871612,5.1269054,-0.6143623,-7.384120929,-4.368142,-9.829642
2018-09-23,9.242083333,8.710191079,11.026,11.283447,7.272,6.8247375,1011.939236,1018.28357,1006.7163,4.113722233,6.931425,1.4555291,-4.1767264,-2.1740592,-6.685059
2018-09-24,8.674125,8.138415029,11.793,10.230835,6.561,6.5438538,1017.402404,1019.6478,1013.5888,0.4544509842,2.8785696,-3.6782084,-6.964379392,-3.0221317,-11.969822
2018-09-25,9.014416667,,11.213,,7.181,,,,,,,,,,
2018-09-26,8.6315,8.523153917,13.284,12.755981,5.708,5.5228577,1015.949752,1020.2509,1011.052,-1.426259295,1.3429298,-3.0324173,1.150772735,2.708617,-1.8470147
2018-09-27,9.894708333,9.490764563,11.793,10.920166,8.927,8.194519,1008.224437,1011.15485,1005.61865,-4.418590138,-3.2666643,-5.677276,-7.169471692,-2.6533961,-10.412553
2018-09-28,10.822125,10.1172689,12.521,11.931091,9.968,9.183105,1001.683981,1005.52466,998.68646,-1.908000939,5.73836,-5.1201105,-8.510187771,-1.1335924,-12.60476
2018-09-29,7.868083333,7.626687346,10.798,10.176117,4.258,5.658142,1004.933761,1006.3903,1002.5759,4.505248829,8.690229,1.8824832,-2.190209468,4.2327743,-9.904175
2018-09-30,5.102708333,5.019715613,8.495,8.01236,2.278,2.3391418,1010.379786,1018.983,1005.28156,4.760983592,9.66908,1.9046336,0.4499314018,5.7674766,-4.4616613
2018-10-01,6.677583333,6.330641429,9.393,9.057892,4.485,3.8599548,1018.966601,1022.0158,1014.87506,4.270310383,7.852118,2.773583,-3.153295791,3.3843915,-8.00127
2018-10-02,7.809125,7.188652021,9.786,9.65979,6.055,4.9062195,1019.998977,1024.4888,1015.28595,2.354033807,5.209662,-2.0221698,0.8058294164,2.552234,-1.4311203
2018-10-03,8.093083333,7.103392225,10.571,10.530853,6.68,4.1892395,1027.432146,1028.3,1025.2013,2.120066483,3.7817223,-1.5542116,1.860881033,3.5994725,0.48580828
2018-10-04,8.167666667,7.354967708,10.542,9.014923,5.861,5.3273315,1026.909717,1028.8433,1022.9881,1.492918076,3.2932055,-0.278779,6.290243387,8.844242,2.7233295
2018-10-05,10.10325,8.577243754,13.175,10.746429,8.324,6.5543213,1018.681419,1022.43787,1015.5349,0.9787451654,2.4960482,-1.1452674,5.449191233,7.836092,2.5173252
2018-10-06,8.649,8.05471295,10.718,9.757263,6.948,6.029114,1013.307759,1015.43945,1010.4567,0.6398384465,1.979429,-0.5607115,-3.020902425,3.2626936,-9.470767
2018-10-07,9.236791667,8.962858867,9.672,10.010468,8.785,7.3544006,1005.513194,1010.2182,1003.0692,-0.4744208425,3.5583262,-3.6047306,-8.068655892,6.5450816,-14.143263
2018-10-08,8.317208333,7.237007137,9.996,9.077148,6.362,4.973999,1009.451966,1013.3738,1005.4551,4.087132042,8.492041,1.615772,0.1933427654,6.031498,-6.769412
2018-10-09,7.641791667,6.810590167,10.394,9.106873,5.896,5.05307,1020.480321,1026.5941,1013.9794,5.297862487,9.051523,2.114677,1.851158805,4.5096016,-1.2675494
2018-10-10,7.47475,,10.343,6.1334534,4.951,6.1334534,,1027.1332,1027.1332,,2.5042195,2.5042195,,2.9267025,2.9267025
2018-10-11,8.233541667,7.838984138,10.258,9.152679,6.476,6.7263184,1021.374334,1024.4463,1019.6953,0.3850648171,2.0660524,-1.5812829,6.93103575,8.220949,4.227295
2018-10-12,8.689166667,7.780774375,12.811,10.284515,6.078,4.468689,1021.031105,1022.627,1019.5988,-0.7600411075,1.615615,-3.7749162,-3.701103408,3.0886238,-7.7489905
2018-10-13,8.534291667,9.224674233,11.202,12.537994,5.628,7.121063,1021.267019,1023.2525,1018.99,0.2179933367,2.5619516,-1.5321254,-6.339516808,-3.3154314,-9.247367
2018-10-14,10.494125,10.56710558,11.486,12.417358,9.678,9.761658,1016.217418,1018.8402,1011.7128,2.187820242,3.9474554,0.8246072,-7.838705196,-7.07549,-10.166308
2018-10-15,10.05691667,10.10824702,11.992,11.526764,7.795,8.373688,1008.352985,1010.92346,1007.2587,4.108166554,6.246646,1.6867006,-6.17155405,-2.7012246,-12.181514
2018-10-16,9.062041667,9.514401762,11.282,12.497223,8.193,7.7493286,1001.185138,1007.0679,998.65424,3.371355938,6.8905153,0.38041216,-8.029936633,-2.720271,-12.255611
2018-10-17,8.64725,9.205689825,12.123,12.14444,7.135,7.6755066,1007.136473,1013.6958,1001.3047,-1.214583302,2.9134486,-5.319853,-4.182947587,-0.49955118,-6.1765404
2018-10-18,10.62608333,10.03410215,13.693,12.96463,8.643,7.596527,1020.045752,1022.253,1013.9187,-5.355015275,-0.4952472,-9.6392145,-1.475854333,2.0400298,-6.633273
2018-10-19,12.16520833,10.36484653,18.061,13.825226,8.54,7.765625,1019.836357,1022.27405,1017.74664,-1.668032473,0.3251221,-3.9820986,-1.313669505,1.7128689,-5.2806926
2018-10-20,10.38054167,9.680027046,12.834,11.456757,8.375,7.30011,1018.001169,1019.24023,1017.00116,-1.478359659,1.1111144,-4.6199827,-5.266576375,-1.2379149,-9.056199
2018-10-21,9.941333333,10.24104438,12.607,12.647217,8.279,8.467438,1017.036271,1019.96716,1015.6393,2.530721285,5.677381,-0.60149527,-5.211952141,0.22865292,-9.110335
2018-10-22,9.747125,8.395498917,11.958,11.853119,7.096,4.7067566,1022.030133,1023.2982,1020.0069,0.8440661256,2.9641197,-1.0438904,1.832359421,6.97817,-0.6659475
2018-10-23,11.41370833,10.17201228,16.571,14.516785,8.785,6.195282,1017.555681,1020.7922,1015.7492,-0.5122746283,0.601185,-1.3928401,2.328629435,5.7708006,0.30787444
2018-10-24,11.56866667,9.601390871,14.904,12.183075,7.932,5.6922913,1017.741835,1020.66095,1015.13947,-1.041425387,1.3870045,-3.546772,-3.190964344,3.015681,-7.136029
2018-10-25,11.15891667,10.19077565,14.376,12.797241,8.318,8.105286,1020.289637,1021.3817,1017.87134,-0.2575885702,1.418272,-2.1285768,-2.116484537,1.3017106,-5.9074874
2018-10-26,11.07825,10.75314202,12.84,12.997192,9.615,9.588867,1016.594858,1018.0444,1015.18225,-0.8367680179,3.7270193,-2.6460843,-6.185333983,-2.8709104,-8.947002
2018-10-27,12.42020833,11.29518635,14.694,11.85318,11.117,10.856415,1014.065266,1015.6078,1013.1129,-0.7655907163,3.26993,-3.4672136,-5.935993633,-4.5213394,-7.46824
2018-10-28,12.79625,11.66033569,14.432,13.438843,11.901,11.023041,1009.578083,1013.8111,1007.09717,-1.361058713,3.3252535,-3.287396,-7.676728775,-5.281994,-9.252563
2018-10-29,11.52204167,11.00379806,12.92,12.042358,9.564,10.048767,1008.076245,1010.92,1006.2732,-0.1658989384,1.5818421,-2.7518988,-1.508597646,3.4294124,-6.463907
2018-10-30,9.676458333,8.69318265,12.538,10.872467,7.772,5.234558,1017.293175,1022.4833,1010.56476,1.047157156,3.332183,-1.8881174,2.278975355,5.1421986,-0.5286454
2018-10-31,9.942333333,9.099810229,14.876,11.822235,5.679,6.37323,1021.637801,1023.8479,1018.3179,-0.1015069343,1.4211293,-1.9550035,3.966922338,5.605857,2.261483
2018-11-01,9.462291667,8.741443683,12.641,11.467346,6.572,5.130127,1015.573567,1018.38275,1011.27484,0.5859554576,1.84368,-1.1081249,3.035627442,4.8706617,1.0877385
2018-11-02,10.03245833,9.695896167,13.392,12.715546,8.216,6.668915,1007.675314,1011.0033,1006.36414,-0.2354021817,1.1260785,-1.6714958,0.5041018573,4.4542737,-5.943651
2018-11-03,11.16833333,10.81314342,12.368,12.823303,10.309,9.029083,1006.836556,1010.71515,1001.3635,-0.4640589638,3.3517268,-3.3254454,-12.32376203,-4.71858,-17.010338
2018-11-04,10.59079167,11.24602756,12.92,12.61734,8.671,9.604187,1005.653923,1011.4595,1000.1242,5.83434305,7.757117,1.4934684,-7.448291417,-3.626339,-13.413724
2018-11-05,9.844125,9.6021309,12.686,12.079956,7.784,7.263153,1017.814667,1024.817,1011.9363,4.608946821,6.8150043,2.2277231,-2.732530845,0.9511184,-4.9269533
2018-11-06,8.648625,8.81575145,11.759,11.780853,4.366,5.0132446,1025.48438,1026.7759,1022.25977,-0.3324250046,1.8951155,-2.18364,1.446786499,3.7090192,-2.06384
2018-11-07,10.77458333,10.05472311,16.377,14.408173,5.975,5.413727,1015.990828,1021.85706,1011.0823,-0.4812860223,1.6365846,-1.9562311,-0.8952825083,4.478917,-6.814043
2018-11-08,10.549125,10.77900194,12.527,12.120575,9.075,9.543884,1008.721317,1011.00775,1007.8053,-1.489696565,-0.4994311,-2.8447828,-6.919549933,-4.661469,-9.453318
2018-11-09,12.70054167,12.10564677,14.546,14.806732,11.145,10.244873,1010.323968,1011.4497,1008.48834,-0.6903171033,0.9319752,-2.6614306,-0.8506490723,2.9632702,-4.293356
2018-11-10,12.167,11.93423713,15.439,14.577667,9.718,9.433685,1011.529741,1012.6177,1009.6747,-0.9550059413,1.201526,-2.31171,-0.1022467585,3.7440867,-1.9799583
2018-11-11,12.84675,12.19780608,16.963,15.7560425,9.075,8.572632,1014.406535,1015.70447,1011.95544,-0.4457722,1.347079,-1.5703169,0.5252527734,3.37306,-2.646935
2018-11-12,11.72925,11.70732121,16.195,15.265228,8.489,8.198242,1016.936076,1018.6744,1013.80756,0.108471329,1.4795054,-1.0798485,0.2694508813,5.7453356,-2.7363803
2018-11-13,10.9765,10.48007078,13.238,13.252563,9.177,7.9855347,1018.865571,1019.8719,1017.6367,0.35311124,4.7081556,-3.097544,-0.7401569192,5.2250443,-7.8676424
2018-11-14,10.8935,11.10719802,12.612,13.201721,9.763,9.874298,1013.387211,1017.89966,1010.2766,2.724108839,7.329939,0.3227195,-5.269921436,2.918317,-10.217492
2018-11-15,9.450416667,8.08595535,13.494,10.501648,5.668,4.9523926,1017.714755,1019.6998,1013.18335,1.515234536,3.969685,-2.5491574,0.4681395437,3.141881,-2.8419333
2018-11-16,9.3395,8.547112904,12.925,11.433777,6.362,5.833435,1015.347098,1018.8374,1013.3728,1.074525412,2.4337983,-2.073819,0.12878774,2.268065,-3.8572
2018-11-17,10.80829167,10.65280787,14.125,14.34433,8.153,8.246918,1016.46737,1019.3052,1014.008,0.8833029117,4.2028294,-2.3714068,-4.636814136,0.67446357,-9.329429
2018-11-18,11.87308333,11.01921079,13.807,12.373566,10.718,9.756836,1017.327483,1019.8168,1014.9521,2.053833418,3.5270786,0.25377414,-6.1194081,-3.5072918,-8.457869
2018-11-19,12.678,12.72017921,14.336,14.375763,11.412,11.615601,1012.106858,1014.86646,1011.2229,2.756298946,3.8492496,1.8225168,-7.835914471,-6.9040847,-8.985688
2018-11-20,12.252375,12.80148438,12.703,14.922913,11.896,11.868744,1009.601825,1011.94635,1006.47375,2.253301793,3.489618,0.60087514,-7.4623887,-5.461763,-11.501726
2018-11-21,12.09504167,12.27824533,13.795,13.486633,8.643,9.406677,1003.723998,1013.62366,999.5793,3.215851526,5.7380996,-0.16904047,-4.632507613,8.233313,-13.015549
2018-11-22,10.34066667,8.997467013,13.505,12.205841,7.175,5.4045105,1021.053353,1023.0266,1014.7622,0.8227515937,2.977949,-2.4990053,-2.266877752,1.9914039,-6.293518
2018-11-23,10.58791667,9.987376008,15.433,13.183777,6.737,6.516266,1021.9849,1023.1997,1021.1883,0.7746295642,2.065999,-0.8715188,-2.14071052,-0.25327635,-4.1906757
2018-11-24,10.98908333,10.66182579,14.853,14.3211975,7.272,6.676758,1021.242263,1021.94366,1020.6426,2.209328452,5.4174776,0.4057279,-0.130378784,2.3259962,-3.0590518
2018-11-25,11.330625,10.53188077,14.364,13.466736,7.465,7.388855,1021.39682,1021.8198,1020.9126,1.153420423,3.373059,-1.1505287,2.639922025,5.8629775,0.6166086
2018-11-26,10.98670833,10.5009206,13.977,12.357086,7.482,8.319855,1022.095775,1022.6167,1021.1795,1.604782601,2.5391524,0.6325349,5.815162183,8.042856,3.545336
2018-11-27,10.94666667,,13.983,10.515961,7.562,10.515961,,1022.30444,1022.30444,,1.5075829,1.5075829,,5.8159003,5.8159003
2018-11-28,11.08729167,,14.296,,8.364,,,,,,,,,,
2018-11-29,11.734125,11.22574488,13.932,13.687897,9.029,7.4247437,1016.405257,1017.71375,1014.59436,0.0806212225,4.509673,-1.8319879,-2.815157524,5.2073994,-8.195927
2018-11-30,10.82016667,10.27207181,13.164,12.223785,8.569,8.432648,1022.749519,1025.2766,1015.8147,2.481688283,5.0750303,1.0742799,7.796215842,10.162292,1.5012454
2018-12-01,11.64745833,10.68263235,14.347,12.795654,9.28,8.73114,1024.258407,1025.7334,1021.4406,0.3699538938,1.6590449,-0.8993062,7.679503688,8.8040085,5.775726
2018-12-02,11.63529167,11.78138473,15.945,14.123901,7.261,9.07962,1018.469067,1021.02893,1016.2673,0.6771725883,2.5181272,-1.4873005,5.446922808,6.9070163,2.979427
2018-12-03,11.80508333,12.17801279,16.19,16.191254,8.552,7.719116,1015.877818,1016.2539,1015.57886,-0.1320653072,1.5711662,-1.8000176,1.673534388,4.759506,-1.8828646
2018-12-04,12.59229167,12.27333835,13.574,13.813904,11.168,10.475464,1016.429815,1018.62897,1014.971,1.032963406,1.9770739,-0.34629816,5.217106146,9.502735,-0.9753235
2018-12-05,13.19875,11.85536827,15.957,13.829437,10.866,9.98587,1021.34341,1022.98193,1018.68475,1.82970661,2.9232316,0.8663929,8.08607105,9.220149,5.8226476
2018-12-06,15.54091667,13.14937725,19.591,15.219482,13.158,11.284576,1022.760779,1023.45276,1021.22217,1.28522866,2.3779047,0.246862,6.840844483,9.703836,4.1808734
2018-12-07,15.59041667,14.0217641,18.846,16.183075,11.685,12.066895,1017.78678,1021.0639,1013.6196,0.5588711647,1.656331,-0.38240752,5.394633408,7.483634,3.4406438
2018-12-08,13.58379167,13.41212458,16.178,16.810211,12.152,10.51474,1011.518355,1013.3186,1010.87274,0.1763737697,4.615879,-3.3540723,-4.689178263,3.0961826,-8.8991
2018-12-09,13.649,13.72411733,16.309,16.320374,12.203,12.395081,1011.86152,1012.88904,1010.44885,0.2943661825,4.602806,-1.6327231,-7.946054892,-6.4198685,-9.6392
2018-12-10,13.9615,13.73997254,18.527,16.81485,12.129,12.207367,1012.083653,1012.8518,1011.3988,0.9848187488,4.2975817,-0.7963409,-6.909849125,-2.613262,-8.682068
2018-12-11,13.15641667,12.77492773,15.985,14.961029,11.287,11.26886,1014.754301,1019.15845,1012.2082,2.468531248,5.2819357,-1.6183555,-2.659807725,2.2613487,-7.7468734
2018-12-12,11.88895833,10.91373327,16.025,13.872955,8.677,7.1683655,1017.833725,1020.1503,1013.3946,0.3504729071,3.5531056,-2.9838219,-2.911291659,1.1970752,-6.903944
2018-12-13,11.88025,11.87709933,13.232,14.14566,10.32,10.66687,1011.280068,1013.09515,1010.356,0.4963766486,2.4969373,-1.0565984,-5.283837975,1.9140818,-8.225194
2018-12-14,11.68520833,10.23690789,14.427,12.483826,8.29,6.8679504,1018.195913,1021.8543,1012.712,1.393363055,3.3559754,-2.4131823,-0.1331387575,2.6682022,-3.3585749
2018-12-15,11.53516667,10.93348179,13.397,13.190277,8.91,9.4157715,1017.681192,1022.0915,1013.0782,0.6041037158,2.8780458,-0.9988783,-7.877050625,-0.9888432,-12.012012
2018-12-16,13.0195,12.84500371,14.961,13.782776,9.973,11.572876,1015.125538,1020.95087,1011.30334,2.859361108,5.3096375,0.583151,1.395052635,8.912565,-7.6499867
2018-12-17,11.51116667,10.48584363,14.142,12.096069,8.364,8.726746,1023.832403,1024.7169,1021.4174,1.472427688,3.1357985,-0.86324304,7.555233937,10.152864,4.3741107
2018-12-18,12.08083333,11.75967667,15.234,13.726593,9.234,10.107788,1020.593118,1022.7063,1018.4094,1.03502423,2.139795,-1.5293983,7.129507075,8.778407,3.2789207
2018-12-19,12.40891667,11.29676188,14.444,14.703705,10.787,8.285065,1015.782667,1018.37115,1014.1468,0.5658403454,2.584583,-0.83426714,-0.39279613,3.3665514,-6.2535534
2018-12-20,12.5115,12.01350533,16.173,15.411377,8.961,8.891235,1020.03134,1021.4878,1016.67096,0.6440191383,2.377218,-1.2098294,3.060256371,5.4302225,1.5602096
2018-12-21,12.91625,13.06619644,15.866,15.31897,11.412,11.039215,1017.941633,1020.3047,1015.5797,0.04160883875,1.4347907,-0.96609694,3.762430454,6.0639424,1.5344092
2018-12-22,12.14320833,11.90541331,15.905,14.982758,8.665,8.177429,1016.374022,1017.68756,1015.2683,0.8159208461,2.933214,-1.5419949,0.05625717792,4.7450233,-5.115494
2018-12-23,13.54570833,12.31611254,19.096,15.314819,7.898,9.118134,1017.853824,1018.5279,1016.4433,-0.2886054091,1.7452793,-3.2279918,-3.419605466,1.2951703,-7.466999
2018-12-24,15.351875,13.4392574,20.967,16.5719,11.441,11.131775,1014.658131,1016.43555,1012.8218,-0.2238633254,2.337518,-2.2115703,-4.420287308,-2.6492016,-5.633578
2018-12-25,13.29183333,12.80800367,16.139,14.727936,10.73,11.097656,1015.423178,1017.59595,1012.71594,0.4739105504,1.479267,-1.4992944,5.014056842,7.708998,-3.4654195
2018-12-26,12.80125,12.40772758,16.793,14.475189,10.883,10.5407715,1012.197278,1017.06647,1010.33795,0.5390639396,2.1299531,-1.9610271,5.140842467,7.1608768,3.3339949
2018-12-27,11.984875,11.476705,15.541,14.391052,8.938,8.630127,1015.476505,1016.5675,1013.22046,1.380398322,2.782578,-2.1540384,0.3821705735,4.60952,-4.0778537
2018-12-28,12.479625,12.13212706,15.82,15.298279,9.752,9.060059,1012.530225,1015.52893,1008.0493,1.057222626,2.6430805,-1.7729279,-4.476635297,0.63616586,-9.947346
2018-12-29,12.48370833,12.90918604,15.598,13.829254,10.184,11.794891,1006.420637,1011.7466,1003.06696,4.259607272,7.6601553,0.15818855,-5.088384888,1.4054098,-12.4726515
2018-12-30,11.53633333,11.40332419,12.92,14.317444,9.791,9.432983,1013.582343,1015.6824,1011.4615,3.196977379,5.2345576,1.8584173,-6.051977687,-0.33168468,-9.09755
2018-12-31,12.768375,13.04609556,14.484,14.88266,12.112,12.245392,1009.216906,1012.3689,1007.1104,2.889257043,7.025687,0.427298,-6.736926165,1.3175455,-13.186938
